"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0003-1391-4736","53e99daab7602d9702667ec7","shum","","ping shum","p. shum","b. p. parhusip"
"0000-0002-2922-2710","558b5484e4b037c0875c4d63","seco","","fernando seco","seco, f.","jimenez, a.r."
"0000-0002-2022-6838","53e9b07db7602d9703ae5c1f","jose","","jose santamaria lopez","jose santamaría","ricardo j. palma"
"0000-0002-5532-3435","558af22084ae84d265c09330","kiss","","balint kiss","kiss, b.","szadeczky-kardoss, e."
"0000-0001-8421-8717","53e9adcdb7602d97037d60c6","tere","","tere m-seara","teresa m. seara","amadeu delshams"
"0000-0001-6893-5118","53e9ac12b7602d97035d549a","dean","","andrew dean","a. p. dean","m. c. martin"
"0000-0003-4758-3832","53e9a906b7602d9703258caf","sung","","in-ha sung","i.-h. sung","j.-m. lee"
"0000-0002-8906-9826","56d906ebdabfae2eeefc41c7","lima","","josé lima","jose l f c lima","mario cesar ugulino araujo"
"0000-0002-5361-9339","53e9ad9eb7602d970379777f","yue ","","yue  ma","yue ma","lok sang ho"
"0000-0001-7169-6779","56d89dcbdabfae2eee4ca580","wang","","mengcen wang","mengcn wang","mengchao cao"
"0000-0003-2151-5057","53e9a7c8b7602d9703108117","luck","","jean-marc luck","j. m. luck","c. godreche"
"0000-0001-5532-2398","56d9223fdabfae2eeea4db4b","jahn","","bor-ming jahn","borming jahn","min sun"
"0000-0003-0346-2270","53e9a0f4b7602d97029dded0","doig","","andrew doig","a. j. doig","c. l. wilson"
"0000-0002-5280-8349","55a49edd65ceb7cb02d4605c","king","","ann king","king ann d","thoeny harriet c"
"0000-0002-3530-3023","55a38cbc65ce5cd7b3ae4224","chan","","shiao chan","chan s-y","franklyn j a"
"0000-0002-2270-2295","56d91235dabfae2eee4268b3","lees","","martin lees","m r lees","g j mcintyre"
"0000-0002-4107-2911","53e99f9bb7602d970286ef5a","john","","john hunn","john d hunn","carl j mchargue"
"0000-0003-1500-9705","554ba6b50cf2e6443df06483","khor","","kuan hua khor","khor k h","owen h"
"0000-0002-5165-080X","53e9badfb7602d970470f936","leon","","andres e. leon","andrés e. leon","juan manuel mauricio"
"0000-0002-3694-0833","5488f4a045ce471f9097fcd8","chen","","li-qun chen","liqun chen","rongwan liu"
"0000-0001-9878-0233","53e99fe9b7602d97028c945c","muti","","hasan muti","h.y. muti","n.m. najib"
"0000-0002-7541-1002","55a38746c91b587b095a1304","mary","","mary mays","mays mary z","parks bruce"
"0000-0002-2914-0600","56d8753edabfae2eee134b94","marc","","marc armbrüster","marc armbruster","malte behrens"
"0000-0002-5331-6370","53e9bd5fb7602d97049f718e","anne","","anne cust","anne e. cust","fabrice bonnet"
"0000-0002-9406-3939","53e9a264b7602d9702b6e2b6","rauh","","robert rauh","r. rauh","k. jacobi"
"0000-0002-1649-942X","55a39c2665ce5cd7b3b0f63a","dong","","dong wang","wang dong","tucker ryan t"
"0000-0001-5279-0989","56d8c973dabfae2eee694f52","falk","","falk münch","falk muench","mehtap oezaslan"
"0000-0003-2749-0313","55a5fb2365cead59c831ec96","igor","","igor carmo borges","borges igor c","araújo marcelo"
"0000-0003-1269-1649","56d8f92adabfae2eeea76509","leif","","leif lönnblad","leif lonnblad","annette veberg dahl"
"0000-0002-5749-2566","56d81dbedabfae2eeea65393","chen","","mu-chun chen","muchun chen","k t mahanthappa"
"0000-0002-9219-7845","53e9a2acb7602d9702bb3dfb","falck","","john falck","john r falck","u murali krishna"
"0000-0001-9240-4245","56d83b74dabfae2eee61cbbd","salfi","","joseph salfi","j salfi","u philipose"
"0000-0003-0513-0616","53e9b58db7602d97040cf8fa","lucia","","lucia conte","luciaz conte","maria cristina bonomo"
"0000-0001-6528-8410","53e9a22bb7602d9702b30698","reich","","christian reich","c reich","e rastelli"
"0000-0001-7285-509X","55a550a665ceb7cb02e7f158","maroc","","nicolas maroc","maroc n","nickless g"
"0000-0001-8473-3372","53e9a5e2b7602d9702f0a957","smith","","ian smith","i. e. m. smith","r. n. brothers"
"0000-0002-8977-1797","53e999ffb7602d970224c01b","bevan","","stuart john bevan","s. bevan","a. cholewinski"
"0000-0003-2612-0388","558bc369e4b02b9f07a31d87","toral","","sergio toral","toral, s.l.","vargas, m."
"0000-0001-9291-8879","53e9a90eb7602d9703261dd3","rajba","","stanisław rajba","s. rajba","j. pilarski"
"0000-0003-3568-2606","53e9b436b7602d9703f2c312","leigh","","andy leigh","andrea leigh","adrienne b. nicotra"
"0000-0001-7499-5889","53e9a70bb7602d970304299c","chuah","","kee-man chuah","kee man chuah","chwen jen chen"
"0000-0002-1057-576X","55a5aa27612c6b12ab29915c","james","","james riley","riley james l","june carl h"
"0000-0003-4566-9392","53e9a886b7602d97031d61a6","tobin","","desmond tobin","d. j. tobin","t. olivry"
"0000-0002-0719-0498","53e9a45cb7602d9702d78c0f","lloyd","","jonathan lloyd","j.r. lloyd","j.w. fellowes"
"0000-0003-4791-8399","53e9abbeb7602d970356d5f7","matos","","antonio matos","a. t. matos","r. l. f. fontes"
"0000-0002-7758-7757","55a3afb3c91b587b095f20f7","shaun","","shaun roman","roman shaun d","mendis sirisha"
"0000-0003-2812-0242","56d91506dabfae2eee54344c","dalvi","","asita dalvi","a n dalvi","snehal r pathak"
"0000-0003-1765-0301","55a6cb2465ce054aad75f713","lerch","","michael m. lerch","lerch michael m","hansen mickel j"
"0000-0003-4186-2347","56d84f0adabfae2eeef49ddc","leung","","mei-yung  leung","meiyung leung","p olomolaiye"
"0000-0001-9000-9495","55a45da765ce31bc877842fa","bruce","","bruce allen","allen bruce g","douillette annie"
"0000-0001-7583-0349","55a3e3f765ce5cd7b3bba23f","duygu","","duygu duman","duman duygu","sirmaci asli"
"0000-0001-8447-3064","55a378bfc91b587b09581f69","brian","","brian wong","wong brian w","rahmani maziar"
"0000-0003-3427-0335","54890d1e45ce471f90a8afd2","huang","","alex q. huang","alex huang","jingzhen hu"
"0000-0002-1951-4947","55a5285cc91bf3b1cc5051f5","danny","","danny welch","welch danny r","hurst douglas r"
"0000-0001-5531-710X","55a655e465ce054aad64bca1","gamal","","gamal el maghraby","el-maghraby gamal m","al-suwayeh saleh a"
"0000-0001-7182-0936","59e960450cf2aae7ca3ec797","alves","","jose alves","alves josé a","tijsen wim"
"0000-0002-3765-5954","56d8f639dabfae2eee94f43d","lidia","","lidia felska-błaszczyk","lidia felskablaszczyk","katarzyna pezinskakijak"
"0000-0003-1138-6458","5c0f7fbdda562944ac8406a4","aryeh","","aryeh stein","aryeh d stein",""
"0000-0001-5579-9268","53e9af00b7602d9703934ee1","flaws","","jodi flaws","jodi a. flaws","daniel a. symonds"
"0000-0001-5996-8137","557c4af2f66765fbb46adb92","zalud","","ludek zalud","zalud, l.","burian, f."
"0000-0001-6393-276X","56d917dbdabfae2eee65b14f","bucar","","dejan-kresimir bucar","dejankresimir bucar","vladimir stilinovic"
"0000-0002-2520-7476","56d8dfd2dabfae2eee0ae0b1","marta","","marta mazurkiewicz-pawlicka","marta mazurkiewicz","artur malolepszy"
"0000-0002-0033-2561","53e9af26b7602d9703962769","sonia","","sonia pellissier","sonia benouali","jean-alain chayvialle"
"0000-0001-8970-9048","53e9a098b7602d9702982261","cheng","","christopher hon-ki cheng","christopher h.k. cheng","e. david saggerson"
"0000-0002-4965-9792","55a55d1265ceb7cb02e9ac52","perry","","ivan perry","perry ivan j","phillips catherine m"
"0000-0002-5131-9711","55a5112ac91bf3b1cc4ddc18","power","","christopher power","power c","butterworth r f"
"0000-0003-4918-9230","53e9b85bb7602d9704422f58","ogden","","david ogden","d.a. ogden","d.a. bolton"
"0000-0002-6832-3581","53e9a2acb7602d9702bb3039","souza","","jose souza","j. a. souza","f. c. fonseca"
"0000-0003-4312-8912","56d834a1dabfae2eee3798bb","blaum","","baerbel blaum","barbel s blaum","walter j atwood"
"0000-0001-5843-4360","55a498e665ceb7cb02d32105","boros","","akos boros","boros akos","reuter gábor"
"0000-0001-7772-4216","53e99959b7602d9702198068","genco","","caroline genco","c. a. genco","j. m. spence"
"0000-0002-4702-2157","56d91939dabfae2eee6dfb2f","peter","","peter flaig","peter p flaig","anthony r fiorillo"
"0000-0003-4283-1243","58437767ac44360f1083e143","paulo","","paulo moura oliveira","paulo oliveira","ramiro gonçalves"
"0000-0001-8653-5927","56d8ff27dabfae2eeecbe937","jeong","","seong mok jeong","seongmok jeong","jiyeon kim"
"0000-0003-3299-2246","55a5420165ceb7cb02e60b76","paola","","paola rey suarez","rey-suarez paola","patiño arley camilo"
"0000-0002-1071-7908","53e9af06b7602d970393d0e1","hafez","","ashraf t. hafez","ashraf hafez",""
"0000-0003-2890-766X","5c135f7eda56295a08951a44","cogan","","elie cogan","e cogan","b couturier"
"0000-0001-8858-1310","59fe77ce0cf2de755c7ea707","wheat","","charles wheat","wheat c geoff","huber julie a"
"0000-0002-7285-9100","56d87b18dabfae2eee3bf135","hanne","","hanne mørck nielsen","hanne morck nielsen","lene jorgensen"
"0000-0001-6853-3805","53e9b16db7602d9703bf0d8c","holst","","jens juul holst","j. j. holst","o. guldberg madsen"
"0000-0001-8603-3310","55a4336b612ca648688b685f","lerch","","marianne lerch","lerch m","meier c"
"0000-0003-0939-3843","55a4d34e612c6b12aafb0001","cohen","","adam cohen","cohen a d","gewirtz a m"
"0000-0002-6276-0131","53e9b527b7602d970405e2f1","laura","","laura cull Ó maoilearca","laura cull",""
"0000-0002-1345-6774","56d82549dabfae2eeed87698","palma","","jose-alberto palma","josealberto palma","horacio kaufmann"
"0000-0002-3490-576X","53e9a066b7602d970294d038","craig","","craig bayse","craig a. bayse","shuqiang niu"
"0000-0002-9174-7681","53e9a186b7602d9702a7b51c","smith","","richard smith","r. l. smith,","liping li"
"0000-0002-1247-0718","55a6ac1665ce054aad705099","yifan","","yifan li","li yifan","jiang zhongyi"
"0000-0003-2698-5365","55a670aa65ce054aad67e9f9","david","","david innes","innes david j","ginn michael"
"0000-0003-0354-4727","56d8b211dabfae2eeee9aa48","brian","","brian coley","brian d coley","leandro cordero"
"0000-0002-6397-3315","53e9b37bb7602d9703e5c943","diane","","diane stott","diane e. stott","t. scott abney"
"0000-0001-9308-8870","53e9b30ab7602d9703dd0cb4","legge","","raymond legge","r. l. legge","c. d. barclay"
"0000-0003-1392-1776","53e9b797b7602d970433d836","angel","","angel juan","angel a. juan","joan manuel marquès"
"0000-0003-3465-3766","53e99bffb7602d97024acb34","roque","","roque bru-martinez","roque bru martìnez","josé m. lópez-nicolás"
"0000-0002-1986-914X","55a5138365ceb7cb02e02a74","peter","","peter van der laan","der laan peter h van","de roo anne katrien"
"0000-0003-1971-9835","55a664d165ce054aad665358","hideo","","hideo asada","asada hideo","park kio"
"0000-0001-5587-9356","53e997e4b7602d9701fdd7d9","duffy","","ken duffy","ken r. duffy","mark m. christiansen"
"0000-0002-2773-9599","56d891ecdabfae2eeeef0423","saket","","professor (dr.) r.k. saket","r k saket",""
"0000-0002-5237-9070","53e9b682b7602d97041ee1a3","nabti","","el hafid nabti","e. nabti","m. schmid"
"0000-0003-3534-9360","53e9bd11b7602d970499a61a","deepa","","deepa gopal","deepa mangalat","andrew l. smith"
"0000-0002-4693-0081","55a5edf065cead59c83018bf","jirmo","","adan chari jirmo","jirmo adan c","ghaffarpour nader"
"0000-0003-2863-5393","53e9b9e1b7602d97045ddc5e","galdi","","alice galdi","a. galdi","s. pagano"
"0000-0003-4166-6784","53e9ad5db7602d9703745f0a","bando","","yasuko k  bando","yukihiro bando","masashi demura"
"0000-0001-6827-0080","53e9a1afb7602d9702aa60ae","booth","","corwin booth","c.h. booth","a.k. wittenauer"
"0000-0002-5008-0200","53e9bc47b7602d97048bc20e","almog","","yaniv almog","y. almog",""
"0000-0002-4268-133X","53e9b1f8b7602d9703c8f135","krieg","","henning krieg","h.m. krieg","s.j. modise"
"0000-0001-8783-1859","5c0f894eda562944ac98d99d","borja","","borja martinez tellez","borja martinez-tellez","gardi j voortman"
"0000-0001-9125-2497","55a652b765ce054aad64630d","erica","","erica dixon","dixon erica","shapiro arthur g"
"0000-0001-5384-642X","55a530ff65ceb7cb02e3cabe","lynne","","lynne haber","haber lynne t","bolger michael"
"0000-0002-4749-2423","56d8ea89dabfae2eee4d41a2","laura","","laura gonzalez-sanchez","laura gonzalezsanchez","maria villamorales"
"0000-0002-3133-0913","56d927fadabfae2eeec722f2","nessa","","nessa o'connor","nessa e o connor","c j reddin"
"0000-0003-3585-6645","5c0f8488da562944ac8eb303","cheng","","jinping cheng","jin-ping cheng","jun yi"
"0000-0003-3428-5166","56d92c21dabfae2eeedec221","colin","","colin orton","colin g orton","fridtjof nusslin"
"0000-0002-4665-8946","53e9b20cb7602d9703ca513f","roman","","roman mouček","roman moucek","petr jezek"
"0000-0001-5234-7370","55a6b7c965ce054aad728b71","dario","","dario neri","neri dario","schlienger béatrice dolder"
"0000-0001-7814-482X","55a40b5565ce5cd7b3c1ab37","pawel","","pawel golik","golik pawel","puchta olga"
"0000-0001-8910-9931","55a3e00fc91b587b09653ddb","meyer","","anne s. meyer","meyer anne s","landbo anne-katrine r"
"0000-0002-8267-9541","56d9287fdabfae2eeec99fbb","zoran","","zoran peric","zoran h peric","dragan b denic"
"0000-0002-9364-3114","558a3dcbe4b037c08755f8c5","inoue","","masashi inoue","inoue, m.","ueda, n."
"0000-0002-6943-8567","56d92b4ddabfae2eeeda16fd","guven","","gursans guven","g guven","sanem sarieltalay"
"0000-0003-2006-7555","53e9b4abb7602d9703fbcc6b","orfei","","maria donata orfei","m. d. orfei","p. bria"
"0000-0002-7745-257X","5c0f71e6da562944ac64821c","may l","","may l mei","may lei mei","hui fang"
"0000-0002-1527-2792","55a508b565ceb7cb02defe8d","tammy","","tammy chung","chung tammy","clark duncan b"
"0000-0001-8539-6873","565efa480cf2a12620c23b9d","mayue","","mayue shi","shi mayue","chen xuexian"
"0000-0002-5811-839X","56d8b82edabfae2eee1962d0","kager","","rené kager","rene kager","joe pater"
"0000-0003-0253-9934","53e9b304b7602d9703dc6c51","akram","","muhammad akram","m. akram","m. arif"
"0000-0001-7539-9931","53e9b05cb7602d9703abf0b9","zheng","","xiuting zheng","xiu-ting zheng","ying liu"
"0000-0001-7041-5576","56d8c7dedabfae2eee5cdf06","arias","","luis arias","l arias barquet","jordi mones"
"0000-0001-6085-5471","56d92587dabfae2eeeb89cba","holme","","j. a. holme","jorn a holme","jan k hongslo"
"0000-0002-6845-221X","55a390e3c91b587b095b482b","camus","","vincent camus","camus v","pariente j"
"0000-0002-2565-8891","53e9b310b7602d9703ddad4f","klein","","antonio h. f. klein","a. h. f. klein","f. verduin"
"0000-0003-0542-1982","56d82dcadabfae2eee0eb730","nunes","","isabel nunes","i nunes","riccardo"
"0000-0002-4118-0322","56d89883dabfae2eee234dea","jevin","","jevin west","jevin d west","michael c jensen"
"0000-0002-1548-6352","55a519cd65ceb7cb02e0fc8e","james","","james price","price james w",""
"0000-0001-6274-8143","55a50419c91bf3b1cc4c910f","joana","","joana faria","faria joana","gaspar luís"
"0000-0001-5360-5220","53e9a10db7602d97029f9a41","jaime","","marcelo jaime","m. jaime","e. c. samulon"
"0000-0003-0695-3227","53e9a758b7602d970309128d","zhdan","","sergey zhdan","s. a. zhdan","e. f. vedernikov"
"0000-0002-4880-4345","53e9ba28b7602d9704631962","singh","","anil singh","anil kumar singh","maria inês rocha miritello santoro"
"0000-0002-5157-9046","56d8a15adabfae2eee67ddee","dicks","","leon dicks","l m t dicks","akihito endo"
"0000-0002-6034-3801","55a3e2e865ce5cd7b3bb7b9f","harel","","noam harel","harel noam","abosch aviva"
"0000-0002-4498-6612","53e998d5b7602d970210eb57","paulo","","paulo pires","paulo a. r. pires","omar a. el seoud"
"0000-0002-6373-8745","56d83a10dabfae2eee59b5d9","puzin","","vladimir puzin","v s puzin","a p zubekhin"
"0000-0002-7743-7847","53e99bb9b7602d9702460b52","verga","","salvatore verga","s. verga","v. gancitano"
"0000-0001-6832-6080","5c13652fda56295a089c84b0","lewis","","wyn lewis","wyn g lewis","kieran g foley"
"0000-0003-4312-5957","5c0f8fb1da562944aca60930","allan","","allan just","allan c just","augusto a litonjua"
"0000-0003-4803-0367","55a4074f65ce5cd7b3c10214","wills","","andy wills","wills andy j","rolland matthew d"
"0000-0001-7317-8983","55a4a68465ceb7cb02d546aa","huang","","hua huang","huang hua","chu hong wei"
"0000-0003-2108-0188","55a4ac1665ceb7cb02d5beac","tip w","","tip w loo","loo tip w","ebert sean p"
"0000-0002-0201-5615","556f3d972401b4b38c2358bf","jenau","","frank jenau","jenau, f.","folting, c."
"0000-0003-1872-0359","558aafa5e4b037c08758945c","kovac","","pavol kovac","kovac, p.",""
"0000-0002-8213-0508","55a3aa65612ca6486874de70","henry","","peter henry","henry p j","goldie r g"
"0000-0003-3365-1523","53e9a4ecb7602d9702e0f0cc","elena","","elena saez barajas","elena sáez","encarnación fernández-valle"
"0000-0003-2696-5436","55a3a09b65ce5cd7b3b18e78","jiang","","bin jiang","jiang bin","lin shi ying"
"0000-0003-4523-0320","56d81daedabfae2eeea5f12b","muzyk","","marek muzyk","m muzyk","k j kurzydlowski"
"0000-0001-8314-9764","53e9bba1b7602d97047ed50a","wylie","","jonathan james wylie","jonathan wylie","weilin nie"
"0000-0002-9833-7407","53e99bc6b7602d970246e932","moroz","","vasyl moroz","v.m. moroz","j. bureš"
"0000-0003-4843-4126","56d82463dabfae2eeed293a0","ertan","","ertan gündüz","ertan gunduz",""
"0000-0001-5393-8922","53e9a2bab7602d9702bc2eaa","dusan","","dusan misic","misic dusan","asanin ruzica"
"0000-0002-8176-666X","56d8ec26dabfae2eee574eb9","pedro","","pedro goncalves lind","pedro g lind","joao p da cruz"
"0000-0002-2071-3214","53e9a39db7602d9702cad2ca","elisa","","elisa gómez gómez","elisa gómez","maría gómez"
"0000-0003-3150-2516","56d858e2dabfae2eee3ed7f1","frank","","frank deleo","frank r deleo","scott d kobayashi"
"0000-0002-8534-3218","55a66e3865ce054aad6792cd","jesus","","luis jesus","jesus luis m t","valente ana rita s"
"0000-0002-3907-5240","53e9aa32b7602d97033a1ede","umare","","suresh umare","s.s. umare","r. mudliar"
"0000-0001-8678-8094","5c0f73f8da562944ac69d158","scott","","scott bean","scott r bean","sherry l adrianos"
"0000-0003-2904-8617","53e9aec4b7602d97038ea3d3","lomas","","david lomas","d. j. lomas","m. j. graves"
"0000-0003-0552-7816","56d84f68dabfae2eeef702a7","pavel","","pavel atanasoae","pavel atănăsoae","eugen hopulele"
"0000-0003-0582-7608","53e9a5d3b7602d9702f00d42","choma","","jerzy choma","j. choma","m. jaroniec"
"0000-0002-0982-8133","53e99f70b7602d9702845b65","grace","","mike grace","michael r grace","leone spiccia"
"0000-0002-4021-1043","55a64f7b612ca6eebaac9f65","sogos","","valeria sogos","sogos v","mariotto s"
"0000-0002-6764-6063","53e9afacb7602d97039f7b99","bower","","neil bower","n. i. bower","x. li"
"0000-0002-6265-825X","56d929f5dabfae2eeed2a3a2","wells","","ryan wells","ryan s wells","danny saunders"
"0000-0002-5910-5275","56d8252edabfae2eeed7d828","singh","","udai singh","u p singh","p c srivastava"
"0000-0003-3262-4750","53e9be72b7602d9704b346b8","singh","","ajay singh","a. k. singh","p. bringel"
"0000-0002-9436-1258","55a54a2d65ceb7cb02e7379c","bernd","","bernd feige","feige bernd","riemann dieter"
"0000-0002-8071-071X","55a4953265ceb7cb02d2d429","amanda","","amanda smeigh","smeigh amanda l","gunderson victoria l"
"0000-0001-6353-6492","56d91eabdabfae2eee8fc61e","madden","","angela madden","a m madden","stuart cameron"
"0000-0002-7280-0635","56604bb00cf2dab45b565735","thomas","","hugh thomas","thomas hugh",""
