"orcid","pm_id","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0002-7611-5774","22158430","silke","","john silke","j silke","j e vince"
"0000-0003-3890-3152","15155256","young","","ian young","ian s young","jane mceneny"
"0000-0003-0983-2156","27391546","nuria","","nuria aragones","nuria aragonés","marina pollán"
"0000-0002-3874-9741","20304594","usman","","asad usman","asad a usman","mark d morasch"
"0000-0002-2937-9830","9895107","hooda","","sarla hooda","s hooda"," "
"0000-0001-9713-5371","20386308","colin","","colin cooke","colin r cooke","timothy r watkins"
"0000-0003-1082-0806","22980276","nuria","","nuria garcía-fernández","nuria garcía fernández","miguel ángel idoate gastearena"
"0000-0001-5692-8201","16568239","milon","","alain milon","a milon","f talmont"
"0000-0002-0549-8165","27366869","matos","","patrícia sabino de matos","patrcia s matos","allan o santos"
"0000-0002-8666-8532","27499417","qi ge","","qi ge","qi ge","amir hosein sakhaei"
"0000-0001-6818-7156","2543735","misra","","vikram misra","v misra","a m adachi"
"0000-0001-5082-8832","24781619","derek","","derek park","derek h park","stephen j palmer"
"0000-0003-0622-1392","21416169","bruce","","bruce brew","bruce j brew","lucette a cysique"
"0000-0002-7885-1599","22110513","angel","","angel herrera gomez","angel herrera-gómez","maría o gonzález-herrera"
"0000-0001-6853-3805","16188911","holst","","jens juul holst","jens j holst","frans j kok"
"0000-0003-1635-6039","24899705","abeer","","abeer eissa","abeer m eissa","fariba bahrami"
"0000-0003-0396-6428","7604826","auguet","","teresa auguet","t auguet","j pedro-botet"
"0000-0001-7468-6963","22817543","knorre","","dmitry knorre","d a knorre","f f severin"
"0000-0002-3460-4000","9778405","weimer","","jeffrey weimer"," weimer"," sanderson"
"0000-0002-7962-2501","11508329","meguid","","nagwa meguid","n a meguid","n m kholoussi"
"0000-0001-5738-0161","27570520","graça","","ana patrícia graça","ana p graça","olga m lage"
"0000-0002-5171-413X","31788523","nelson","","andrew nelson","a j d nelson","h j cassaday"
"0000-0002-1688-5566","30047268","bhugra","","vaibhav singh bhugra","vaibhav bhugra","sesha manuguri"
"0000-0002-9801-9652","27449057","juanes","","maria angeles juanes","m angeles juanes","simonetta piatti"
"0000-0003-2241-0353","9553772","khanna","","rajiv khanna","r khanna"," "
"0000-0001-9652-1182","24841336","dennis","","dennis wendt","dennis c wendt","jeanne marecek"
"0000-0001-9070-9678","20645957","hassan","","said hassan","s a m hassan","t el-mahdy"
"0000-0002-4536-599X","25190985","jadhav","","kiran jadhav","kiran b jadhav","nidhi gupta"
"0000-0002-6755-0221","27374406","rogers","","kelly l. rogers","kelly l rogers","xavier sisquella"
"0000-0002-0038-0790","27080853","sergio","","sergio correa","sergio machado corrêa","débora bonfim neves da silva"
"0000-0002-2742-7085","23304637","pitoia","","fabian pitoia","fabián pitoia","fernanda bueno"
"0000-0002-6253-9891","28823666","andrew","","andrew ko","andrew l ko","randall m chesnut"
"0000-0002-5856-527X","19064353","osorio","","daniel osorio","d osorio","s budaev"
"0000-0002-6450-0368","24512073","thomas","","thomas gill","thomas m gill","nathalie de rekeneire"
"0000-0001-7037-1147","26843638","deanna","","deanna benson","deanna l benson","kuangfu hsiao"
"0000-0001-8017-9669","24967621","rafael","","rafael gomez-sjoberg","rafael gómez-sjöberg","anne a leyrat"
"0000-0002-1597-572X","19185005","schaap","","frank schaap","frank g schaap","niels a van der gaag"
"0000-0002-1273-7507","18096702","gerald","","gerald wilson","gerald m wilson","dimeka n patterson"
"0000-0002-4527-1512","18845546","mishra","","vinod mishra","vinod k mishra","rama krishna"
"0000-0003-0440-8727","30068618","thomas","","thomas ahern","thomas p ahern","timothy l lash"
"0000-0002-5117-6570","22735532","koubek","","jiří koubek","jiri koubek","ku-feng lin"
"0000-0002-0346-7840","26469802","sandra","","sandra soares","sandra c soares","miguel castelo-branco"
"0000-0002-4987-7378","30962430","robson","","benjamin aubrey robson","benjamin a robson","jane k hart"
"0000-0002-5864-1754","20927657","erturk","","engin erturk","e erturk","s geze"
"0000-0002-0885-3599","30630845","croker","","ben croker","ben a croker","michelle a kelliher"
"0000-0003-3635-548X","9664717","nakano","","akihiko nakano","a nakano","n matsuda"
"0000-0002-0238-965X","27054067","dennis","","dennis kyle","dennis e kyle","sukjun lee"
"0000-0001-7726-1178","1472921","swissa","","moshe swissa","m swissa","y cohen"
"0000-0003-0209-5608","26443455","sharma","","aabha sharma","aabha i sharma","deborah a pasternack"
"0000-0002-4345-1616","21084673","wilson","","thad wilson","thad e wilson","niels h secher"
"0000-0002-8058-2084","28725532","yat li","","yat li","yat li","bin yao"
"0000-0002-7637-9542","17061844","moreno","","f. javier moreno","f javier moreno","agustín olano"
"0000-0003-4264-9839","29295977","felipe","","felipe pinho ribeiro","felipe almeida pinho-ribeiro","ashira lubkin"
"0000-0001-8174-7824","28773134","ansari","","m.n.m. ansari","m n m ansari","abu bakar sulong"
"0000-0001-7635-740X","21411068","carlos","","carlos fortea sanchis","carlos fortea-sanchis","david martínez-ramos"
"0000-0001-5587-0693","2769571","oshima","","itsuki oshima","i oshima","t tomita"
"0000-0001-9167-0234","21336286","chemla","","yann chemla","yann r chemla","matthew j comstock"
"0000-0002-9447-1553","15576783","mário","","mário santos","mário a santos","carlos são-josé"
"0000-0002-1825-3239","9146763","bodger","","keith bodger","k bodger","m j daly"
"0000-0002-2425-9565","22486156","heller","","simon heller","s heller","j elliott"
"0000-0003-2887-0238","10213452","datson","","nicole datson","n datson","s van koningsbruggen"
"0000-0002-6150-9674","31490145","paulo ","","paulo  mei","paulo roberto mei","mayara maria beltani auricchio"
"0000-0003-1761-794X","23620158","ratner","","adam ratner","adam j ratner","paul j planet"
"0000-0001-8692-9694","7989215","couvet","","denis couvet","d couvet","p h gouyon"
"0000-0002-4268-2885","25956053","daniel","","daniel abasolo","daniel abásolo","josé j rieta"
"0000-0002-4149-8226","9624426","riboni","","laura riboni","l riboni","p viani"
"0000-0003-1802-4302","17462387","henrik","","henrik kjærulf jensen","henrik k jensen","peter s hansen"
"0000-0003-1028-1013","20586531","steven","","steven potkin","steven g potkin","aristotle n voineskos"
"0000-0002-1582-4286","28393949","watson","","allan watson","allan j b watson","nicola caldwell"
"0000-0002-3955-0152","28319458","jeroen","","jeroen jansen","jeroen c jansen","peter paul g van benthem"
"0000-0002-9088-6938","26576293","joanna","","joanna konopinska","joanna konopińska","renata zalewska"
"0000-0003-3306-5831","18005734","stuart","","stuart neil","stuart j d neil","wesley i sundquist"
"0000-0003-2033-2013","25865338","attila","","attila lázár","attila n lazar","derek clarke"
"0000-0003-4650-1225","30183918","miguel","","miguel campos-sánchez","miguel campos","alejandro llanos-cuentas"
"0000-0001-7833-4236","23652429","donner","","kristian donner","k donner","m lindström"
"0000-0002-9666-2521","22833586","ashley","","ashley weber","ashley m weber","deborah k steward"
"0000-0003-3345-5127","12693528","arnold","","arnold saxton","arnold m saxton","clark s patton"
"0000-0003-1851-1514","19003893","fan qu","","fan qu","fan qu","hefeng huang"
"0000-0003-0624-9504","11561217","prieto","","isabel prieto","i prieto","j m martínez"
"0000-0002-1761-1241","12640665","gerald","","gerald hough","gerald e hough","meghan c kahn"
"0000-0003-3638-714X","19053546","fei qi","","fei qi","fei qi","zhenyu tian"
"0000-0001-5908-506X","21421530","blanka","","blanka tariba lovakovic","blanka tariba","zorana kljaković-gašpić"
"0000-0001-8883-5181","28089166","arnaez","","juan arnaez","j arnaez","f gómez"
"0000-0001-5295-7865","30781995","bailey","","chris bailey","christopher a bailey","austin r driggers"
"0000-0001-7657-202X","26586183","jeanne","","james jeanne","james m jeanne","rachel i wilson"
"0000-0003-3361-3981","3047582","talpaz","","moshe talpaz","m talpaz","r kurzrock"
"0000-0003-0040-0365","23750288","sergey","","sergey plis","sergey m plis","terran lane"
"0000-0002-6558-4559","26908551","conner","","conner massey","conner j massey","belachew tessema"
"0000-0002-0568-6588","10043644","dawson","","kenneth a. dawson"," dawson"," boden"
"0000-0002-4608-2641","11749764","pierre","","pierre rollin","pierre e rollin","dominique merrien"
"0000-0003-1414-2192","26360661","warren","","warren bishop","warren p bishop"," "
"0000-0003-3253-8967","15996601","geijer","","håkan geijer","h geijer","g gruber"
"0000-0001-7134-487X","20016827","maurer","","edwin maurer","edwin p maurer","peter kareiva"
"0000-0002-4671-408X","23054359","frantz","","nilo  frantz","nilo frantz","nívia lothhammer"
"0000-0002-7751-1293","22367931","andrew","","andrew darwin","andrew j darwin","saori yamaguchi"
"0000-0002-0061-2168","21293853","joseph","","joseph gordon","joseph w gordon","hongying gang"
"0000-0002-8479-4199","27401481","garcia","","alexandre garcia","a m garcia","l m sarmento-soares"
"0000-0002-7482-178X","9827527","cerhan","","james cerhan","j r cerhan","k e anderson"
"0000-0002-5367-1575","31425455","javier","","javier fernández navarro","javier fernandez-navarro","oscar caro"
"0000-0002-7558-1335","31625566","laufer","","ben laufer","benjamin i laufer","ulrika beitnere"
"0000-0001-9141-8960","9344598","barral","","ana maria barral","a m barral","k pekkari"
"0000-0002-5185-1767","30893533","lauren","","lauren moran","lauren v moran","dost ongur"
"0000-0001-9144-4982","27457519","armand","","stephane armand","stéphane armand","franziska zumstein"
"0000-0002-9991-814X","7811024","korten","","volkan korten","v korten","w m huang"
"0000-0002-8728-6691","23419269","andrew","","andrew snow","andrew l snow","julie horowitz"
"0000-0002-1278-6894","18802632","andrew","","andrew laws","andrew p laws","mark a russell"
"0000-0001-5478-1963","17376967","shekib","","shekib jami","shekib a jami","william g wright"
"0000-0001-9510-0407","26064599","pochon","","xavier pochon","x pochon","z h forsman"
"0000-0001-8828-1553","30009999","andrew","","andrew gaudet","andrew d gaudet","matthew g frank"
"0000-0003-4000-8069","21137983","maxine","","maxine mccall","maxine j mccall","hong yin"
"0000-0002-9909-8209","31727095","arthur","","arthur pratt","arthur g pratt","matthew j wood"
"0000-0001-9472-0620","21945054","górny","","krzysztof górny","k górny","a dawid"
"0000-0001-9407-805X","8895102","tanaka","","aparecida tanaka","a s tanaka","m u sampaio"
"0000-0003-0799-5330","12878150","mantis","","panagiotis mantis","p mantis","c r lamb"
"0000-0001-5302-4485","24261765","turgay","","tahsİn murat turgay","murat turgay","gülşah ozturk"
"0000-0002-2992-2004","28325494","edward","","edward hill","edward m hill","marius gilbert"
"0000-0002-5970-629X","30871700","fuster","","josé javier fuster","josé j fuster"," "
"0000-0002-9013-260X","9943474","stocks","","g. malcolm stocks"," stocks"," freeman"
"0000-0002-5804-5063","27418928","steven","","steven bird","steven b bird","hanif benoit"
"0000-0002-1075-0337","30764613","jun xu","","jun xu","jun xu","xiuming li"
"0000-0002-7232-072X","27506476","min du","","min du","min du","bin chen"
"0000-0003-3560-6910","25818415","gilpin","","sarah gilpin","sarah e gilpin","harald c ott"
"0000-0002-1187-9992","11327334","neckar","","jan neckar","j neckar","f kolar"
"0000-0001-7497-7082","31176584","darren","","darren creek","darren j creek","freya j i fowkes"
"0000-0002-8677-6621","18786406","arnold","","arnold caplan","arnold i caplan"," "
"0000-0002-1921-6229","24140920","riobó","","pilar riobó","p riobó","b reguera"
"0000-0002-4602-2032","27894370","politi","","pierluigi politi","p politi","l fusar-poli"
"0000-0003-2163-1189","25932072","stella","","stella smith","stella ifeanyi smith","ajoke olutola adagbada"
"0000-0002-0709-886X","21951569","hayreh","","sohan hayreh","sohan singh hayreh"," "
"0000-0003-4607-8084","18946002","napoli","","laura napoli","l napoli","m rango"
"0000-0002-2135-2932","10620347","kardos","","józsef kardos","j kardos","k módos"
"0000-0002-3111-8103","29355500","kasson","","peter kasson","peter m kasson","kenta okamoto"
"0000-0002-5062-3156","26822316","andres","","christian andres","c r andres","f patin"
"0000-0001-9580-9125","29306562","taylor","","scott taylor","scott a taylor","kathryn c grabenstein"
"0000-0002-9781-3213","24228747","lafave","","lynne lafave","lynne m z lafave","jill a parnell"
"0000-0002-3866-3120","23842188","salant","","david salant","david j salant","yan dai"
"0000-0002-9999-5081","31556621","wei li","","wei li","wei li","andrey s vasenko"
"0000-0003-4639-1652","11182615","fossum","","caroline fossum","c fossum","m ljungdahl"
"0000-0002-2161-9684","28878119","saiyed","","mohammed aamir saiyed","aamir saiyed","nasra aidarus"
"0000-0001-7719-0496","26359776","dodson","","anne dodson","anne e dodson","ryan janke"
"0000-0002-8759-9997","26754627","kociol","","robb kociol","robb d kociol","larry a allen"
"0000-0001-5744-0910","27291882","jenson","","david jenson","d jenson","d thornton"
"0000-0002-2208-9443","22924359","ballal","","vasudev ballal","n v ballal","h k laxmikanth"
"0000-0001-7185-6779","28951188","sen xu","","sen xu","sen xu","hao chen"
"0000-0001-7472-3111","23942588","susana","","susana rodriguez-navarro","susana rodríguez-navarro","maria micaela molina-navarro"
"0000-0002-0911-1677","24889197","noelia","","noelia vilar vidal","noelia vilar-vidal","m arturo lópez quintela"
"0000-0002-5561-3344","26124443","wenzel","","eva maria wenzel","eva m wenzel","nina marie pedersen"
"0000-0002-1952-1944","24977626","wilson","","wilson cunha","wilson r cunha","carla c munari"
"0000-0002-6656-295X","22260171","andrew","","andrew scott","andrew m scott","alexander n zelikin"
"0000-0002-3145-5468","30942554","emilie","","emilie vallee","emilie vallée","julie m collins-emerson"
"0000-0002-9906-1633","21085108","marina","","marina diioia","marina durward","jerome harms"
"0000-0002-3597-5444","2833981","quirke","","philip quirke","p quirke","j n primrose"
"0000-0003-3696-2554","26781837","berger","","ferco berger","ferco h berger","mark p bernstein"
"0000-0002-2527-5428","17184525","thomas","","david thomas","david m thomas","matthew conron"
"0000-0001-9703-4570","25117998","schaap","","laura schaap","l a schaap","h a smit"
"0000-0002-8752-8785","21370598","bishop","","tim bishop","d timothy bishop","emelie h ongcapin"
"0000-0001-9166-3261","25840008","walker","","lary walker","lary c walker","mathias jucker"
"0000-0002-6782-6224","11893208","andrew","","andrew harned","andrew m harned","paul r hanson"
"0000-0003-2352-3800","28184294","george","","george woody","george e woody"," "
"0000-0002-8008-3998","18757728","leslie","","leslie hicks","leslie m hicks","jie hu"
"0000-0002-3901-5926","16205034","yamada","","yoichi m. a. yamada","yoichi m a yamada"," "
"0000-0002-3852-9677","31408467","silver","","matt silver","matt j silver","ebrima a sise"
"0000-0001-9864-1030","28679370","yao fu","","yao fu","yao fu","danyan li"
"0000-0003-3099-2197","23596036","sanjay","","sanjay pandanaboyana","p sanjay","j latham"
"0000-0001-7065-8711","28669608","kingma","","paul kingma","paul s kingma","laura l walkup"
"0000-0002-0309-6680","23477374","brooke","","brooke howitt","brooke e howitt","lynette m sholl"
"0000-0001-5413-7836","26605045","yan du","","yan du","yan du","guangwen cao"
"0000-0003-1774-4738","29276975","guinan","","john guinan","john j guinan","hui nam"
"0000-0002-7097-0737","17161418","khalil","","khalil el mabrouk","khalil el-mabrouk","mohamed belaiche"
"0000-0002-4068-7981","29276701","helena","","helena hönig mondeková","helena honig mondekova","ondrej hajdusek"
"0000-0002-9440-801X","11403974","barone","","concetta barone","c barone","a romano"
"0000-0001-5612-5898","26626071","clemes","","stacy clemes","stacey a clemes","erica hinckson"
"0000-0001-6282-5479","18004951","wixted","","john wixted","j t wixted","r o hopkins"
"0000-0003-4939-9465","29761489","benros","","michael benros","m e benros","j m haro"
